Head_x,Head_y,ElbowRight_x,ElbowRight_y,ElbowLeft_x,ElbowLeft_y,HandRight_x,HandRight_y,HandLeft_x,HandLeft_y,KneeRight_x,KneeRight_y,KneeLeft_x,KneeLeft_y,FootRight_x,FootRight_y,FootLeft_x,FootLeft_y,SpineBase_x,SpineBase_y,SpineShoulder_x,SpineShoulder_y,
0.03002,-0.69412,-0.27503,-0.3948,0.33996,-0.35103,-0.38911,-0.41097,0.25091,-0.48072,-0.15779,0.32759,0.08826,0.44225,-0.2611,0.72562,0.20484,0.80474,-0.59984,-0.49247,-0.02727,-0.4212,
0.02992,-0.66742,-0.31466,-0.42014,0.33817,-0.38318,-0.35525,-0.36188,0.29747,-0.49148,-0.11843,0.34515,0.05204,0.47726,-0.24781,0.68957,0.24189,0.83052,-0.55308,-0.45894,-0.02727,-0.4212,
0.00882,-0.68386,-0.35934,-0.43442,0.36789,-0.39066,-0.34552,-0.35357,0.30168,-0.50479,-0.09331,0.30268,0.03748,0.42988,-0.2507,0.6997,0.23848,0.79129,-0.56014,-0.41694,-0.02727,-0.4212,
-0.03157,-0.65033,-0.36172,-0.40335,0.39031,-0.38006,-0.31372,-0.3947,0.25365,-0.50326,-0.06478,0.33584,0.07733,0.44373,-0.22032,0.71085,0.10727,0.78939,-0.53067,-0.43534,-0.02727,-0.4212,
0.00424,-0.67013,-0.33488,-0.37417,0.43347,-0.39841,-0.30591,-0.3787,0.2866,-0.45527,-0.06729,0.37135,0.07279,0.39958,-0.25289,0.69401,0.07433,0.78681,-0.52032,-0.41234,-0.02727,-0.4212,
-0.01542,-0.64974,-0.30501,-0.37945,0.38455,-0.42379,-0.2746,-0.41563,0.37744,-0.40219,-0.07235,0.417,0.02421,0.40431,-0.2683,0.71072,0.12382,0.79559,-0.53843,-0.39874,-0.02727,-0.4212,
-0.04649,-0.62175,-0.30438,-0.39554,0.43402,-0.38604,-0.3182,-0.37619,0.37893,-0.40474,-0.10176,0.451,0.00855,0.44705,-0.23514,0.71208,0.08499,0.74756,-0.50035,-0.38196,-0.02727,-0.4212,
-0.01883,-0.65582,-0.30842,-0.37614,0.45419,-0.37431,-0.31225,-0.38172,0.37567,-0.38916,-0.1313,0.40969,-0.03415,0.47257,-0.2628,0.74019,0.09975,0.71933,-0.47219,-0.37175,-0.02727,-0.4212,
-0.055,-0.64123,-0.33628,-0.3839,0.45314,-0.38613,-0.30028,-0.39546,0.39647,-0.37955,-0.10198,0.41294,-0.06754,0.44898,-0.21369,0.71045,0.12202,0.72406,-0.48202,-0.40745,-0.02727,-0.4212,
-0.04394,-0.59651,-0.32363,-0.3602,0.4546,-0.38659,-0.28539,-0.4293,0.41075,-0.35686,-0.06787,0.4026,-0.116,0.43108,-0.16873,0.66635,0.08999,0.72929,-0.47585,-0.39747,-0.02727,-0.4212,
-0.05348,-0.61863,-0.34058,-0.39139,0.47776,-0.40337,-0.29442,-0.46751,0.41758,-0.38537,-0.07586,0.452,-0.09417,0.42823,-0.16593,0.67491,0.05479,0.74342,-0.44449,-0.42653,-0.02727,-0.4212,
-0.05089,-0.63012,-0.38083,-0.38241,0.4333,-0.37551,-0.28634,-0.43883,0.39009,-0.36792,-0.08996,0.48556,-0.04859,0.41655,-0.21454,0.66487,0.10374,0.70621,-0.47651,-0.3982,-0.02727,-0.4212,
-0.05756,-0.61812,-0.36293,-0.38629,0.39614,-0.41318,-0.28886,-0.42977,0.40416,-0.36355,-0.11741,0.43925,-0.04065,0.45721,-0.23417,0.67876,0.08915,0.69974,-0.50783,-0.36129,-0.02727,-0.4212,
-0.06581,-0.63268,-0.38121,-0.42892,0.39632,-0.38316,-0.28156,-0.43203,0.40461,-0.36144,-0.10282,0.43388,-0.07536,0.49623,-0.22223,0.71601,0.05207,0.67671,-0.53114,-0.35362,-0.02727,-0.4212,
-0.06486,-0.67647,-0.42508,-0.4527,0.3908,-0.38093,-0.30324,-0.3959,0.44953,-0.39118,-0.08445,0.4218,-0.09917,0.51527,-0.10062,0.75382,0.13314,0.71321,-0.55761,-0.3081,-0.02727,-0.4212,
-0.06014,-0.66419,-0.41943,-0.42281,0.40849,-0.38365,-0.28835,-0.39463,0.43733,-0.43984,-0.11752,0.47111,0.13232,0.34622,-0.10518,0.75423,0.15514,0.73277,-0.547,-0.29814,-0.02727,-0.4212,
-0.06237,-0.68692,-0.39283,-0.43403,0.41171,-0.38426,-0.33669,-0.38904,0.41487,-0.42552,-0.07897,0.47108,0.15216,0.38042,-0.06974,0.73484,0.27884,0.69268,-0.56514,-0.29717,-0.02727,-0.4212,
-0.06425,-0.64949,-0.36641,-0.43168,0.42974,-0.38241,-0.35979,-0.38875,0.40427,-0.42376,-0.08848,0.29649,0.18479,0.274,-0.09407,0.76218,0.27988,0.70182,-0.52817,-0.34335,-0.02727,-0.4212,
-0.06741,-0.67623,-0.39595,-0.42962,0.4263,-0.38383,-0.34443,-0.43257,0.44608,-0.37401,-0.08017,0.26906,0.22284,0.2938,-0.1088,0.72015,0.28196,0.69673,-0.52568,-0.3429,-0.02727,-0.4212,
-0.06759,-0.67162,-0.43587,-0.4707,0.46809,-0.38375,-0.37241,-0.43042,0.42904,-0.48177,-0.09401,0.26264,0.20088,0.27846,-0.11248,0.76496,0.32812,0.67139,-0.50757,-0.33485,-0.02727,-0.4212,
-0.06889,-0.6675,-0.40618,-0.44715,0.40504,-0.38268,-0.35022,-0.47353,0.41113,-0.46505,-0.07518,0.30259,0.19518,0.26724,-0.11117,0.75133,0.35554,0.63949,-0.52416,-0.35646,-0.02727,-0.4212,
-0.06813,-0.6731,-0.37846,-0.48997,0.38405,-0.42902,-0.30277,-0.48823,0.44233,-0.46154,-0.05015,0.3051,0.15,0.22481,-0.10645,0.73934,0.3875,0.67648,-0.56032,-0.40037,-0.02727,-0.4212,
-0.05916,-0.68142,-0.33607,-0.47868,0.34372,-0.44352,-0.39659,-0.28532,0.42431,-0.41413,-0.03193,0.29012,0.18969,0.26147,-0.09604,0.72822,0.41865,0.52718,-0.56308,-0.35853,-0.02727,-0.4212,
-0.01904,-0.68094,-0.37835,-0.52118,0.32362,-0.41539,-0.37965,-0.24163,0.42005,-0.46665,-0.05253,0.24147,0.19084,0.26643,-0.10854,0.73181,0.4028,0.50996,-0.54272,-0.40501,-0.02727,-0.4212,
0.02043,-0.69363,-0.28799,-0.36011,0.32352,-0.3933,-0.40596,-0.19202,0.41553,-0.45885,-0.08133,0.27934,0.21771,0.29218,-0.10405,0.75429,0.41795,0.53293,-0.52344,-0.36154,-0.02727,-0.4212,
0.0071,-0.73349,-0.25667,-0.31677,0.24525,-0.387,-0.33864,-0.1949,0.41068,-0.46455,-0.07356,0.25661,0.21027,0.27468,-0.11089,0.73761,0.39928,0.52327,-0.57079,-0.32843,-0.02727,-0.4212,
-0.00692,-0.72367,-0.30462,-0.29703,0.21414,-0.36323,-0.31512,-0.23065,0.25186,-0.43767,-0.05405,0.2486,0.24814,0.26502,-0.11381,0.76491,0.43343,0.49783,-0.61068,-0.3459,-0.02727,-0.4212,
0.0605,-0.69442,-0.1911,-0.33539,0.16745,-0.50853,-0.07105,-0.15831,0.24598,-0.45533,-0.09688,0.21691,0.27722,0.12789,-0.10332,0.80085,0.43186,0.50825,-0.64101,-0.36389,0.01899,-0.46074,
0.04798,-0.65697,0.01473,-0.41963,0.25175,-0.36501,0.13997,-0.35152,0.21808,-0.50471,-0.09074,0.22062,0.18482,0.05685,0.05914,0.64889,0.23896,0.35886,-0.68742,-0.40602,0.03992,-0.38968,
0.04893,-0.64497,0.01313,-0.38967,0.2575,-0.3894,0.12603,-0.38258,0.21495,-0.51799,-0.07984,0.24706,0.121,0.18305,0.09913,0.65596,-0.06169,0.50009,-0.71297,-0.39381,0.03992,-0.38968,
0.04045,-0.64676,0.01952,-0.37639,0.27995,-0.40782,0.13132,-0.36962,0.40934,-0.43582,-0.08844,0.29403,0.08964,0.13824,0.0378,0.66416,-0.10312,0.4658,-0.72112,-0.37278,0.03992,-0.38968,
-0.00465,-0.60484,0.03447,-0.37385,0.29244,-0.40239,0.15454,-0.32759,0.4107,-0.42039,-0.10718,0.28836,0.08187,0.13545,0.07442,0.66552,-0.05697,0.51483,-0.7462,-0.33906,0.03992,-0.38968,
0.03514,-0.57732,0.03818,-0.36005,0.33118,-0.39638,0.13589,-0.30585,0.4384,-0.45318,-0.10387,0.24611,0.0576,0.1086,0.10522,0.65488,-0.04719,0.56073,-0.76608,-0.33697,0.02588,-0.40534,
-0.07293,-0.65662,-0.20297,-0.29417,0.32238,-0.38723,-0.13128,-0.05621,0.40369,-0.33827,-0.18432,0.1712,0.02946,0.14265,-0.0439,0.60216,-0.01442,0.64194,-0.78772,-0.31738,-0.02727,-0.4212,
-0.06178,-0.68177,-0.17946,-0.28745,0.28303,-0.3776,-0.12745,-0.05973,0.41307,-0.33216,-0.27274,0.02634,0.01911,0.18092,-0.03425,0.56393,-0.00569,0.66568,-0.74276,-0.3234,-0.10227,-0.45084,
-0.06921,-0.71104,-0.22354,-0.24893,0.26939,-0.39886,-0.14152,-0.05678,0.41821,-0.33885,-0.26863,0.0281,-0.00444,0.17984,-0.05095,0.38655,-0.02198,0.63597,-0.70073,-0.34395,-0.12176,-0.37648,
-0.06947,-0.71058,-0.24913,-0.27609,0.28551,-0.43499,-0.13865,-0.03226,0.42365,-0.36865,-0.27709,0.03462,0.02801,0.32748,-0.29197,0.36516,-0.00476,0.64193,-0.7379,-0.37264,-0.08516,-0.41308,
-0.1036,-0.7253,-0.20741,-0.27758,0.21267,-0.53277,-0.12903,-0.0483,0.38859,-0.45241,-0.25101,0.01999,0.06087,0.31982,-0.26075,0.33152,-0.02511,0.63657,-0.76638,-0.3371,-0.02727,-0.4212,
-0.12654,-0.7143,-0.18755,-0.30198,0.23259,-0.54708,-0.11582,-0.06378,0.169,-0.63914,-0.26915,0.03086,0.0789,0.32156,-0.29537,0.30322,-0.04283,0.65717,-0.75695,-0.32848,-0.02727,-0.4212,
-0.14846,-0.75347,-0.20458,-0.31057,0.24698,-0.54268,-0.1303,-0.05894,0.13925,-0.61079,-0.30572,0.0389,0.09329,0.2967,-0.29926,0.33068,-0.06129,0.66924,-0.74365,-0.32369,-0.02727,-0.4212,
-0.14884,-0.7173,-0.19715,-0.2571,0.30345,-0.3842,-0.11397,-0.05168,0.14155,-0.59419,-0.32861,0.04725,0.1205,0.28255,-0.29729,0.36861,-0.05007,0.66672,-0.69528,-0.29386,-0.02727,-0.4212,
-0.184,-0.72477,-0.17231,-0.24667,0.30758,-0.38305,-0.08838,-0.01153,0.25456,-0.3598,-0.31078,0.04992,0.0902,0.23382,-0.28109,0.32342,0.12802,0.75268,-0.66186,-0.25092,-0.02727,-0.4212,
-0.16591,-0.73175,-0.19445,-0.25526,0.30031,-0.3594,-0.0729,0.01457,0.28176,-0.385,-0.33363,0.03845,0.12027,0.27005,-0.27437,0.35207,0.13199,0.76252,-0.7103,-0.25885,-0.02727,-0.4212,
-0.13913,-0.7817,-0.21387,-0.23325,0.28814,-0.32469,-0.06435,0.0201,0.27921,-0.37644,-0.37774,0.04968,0.07227,0.26363,-0.28255,0.33896,0.17617,0.79425,-0.72419,-0.27841,-0.02727,-0.4212,
-0.15724,-0.79372,-0.19838,-0.22236,0.29005,-0.35682,-0.04963,0.05371,0.28496,-0.37114,-0.38707,0.06658,0.08111,0.27369,-0.28327,0.33165,0.15076,0.77907,-0.76484,-0.29861,-0.02727,-0.4212,
-0.19785,-0.77059,-0.19515,-0.21359,0.30257,-0.31588,-0.07443,0.02934,0.26327,-0.35839,-0.37214,0.03211,0.1065,0.28035,-0.27865,0.35354,0.13317,0.7465,-0.73327,-0.26512,-0.02727,-0.4212,
-0.23816,-0.78184,-0.15268,-0.25406,0.32121,-0.27435,0.18664,-0.30665,0.28999,-0.36506,-0.3511,0.01321,0.14205,0.25499,-0.321,0.36314,0.13066,0.78124,-0.70721,-0.23286,-0.02727,-0.4212,
-0.04825,-0.68779,-0.13594,-0.26868,0.29619,-0.23464,0.21973,-0.27517,0.23504,-0.08248,-0.38542,0.01934,0.12025,0.20811,-0.28435,0.41312,0.29204,0.69985,-0.71042,-0.25301,-0.02727,-0.4212,
-0.04797,-0.69116,-0.13651,-0.265,0.26408,-0.2485,-0.13296,-0.03022,0.39813,0.00639,-0.31589,0.06533,0.14442,0.25722,-0.27815,0.41391,0.2752,0.70927,-0.67541,-0.27696,-0.02727,-0.4212,
-0.05243,-0.69729,-0.19137,-0.27578,0.23343,-0.29232,-0.13778,-0.07788,0.38663,0.01578,-0.35381,0.08745,0.14606,0.25424,-0.26725,0.4133,0.27707,0.7053,-0.63231,-0.25585,-0.02727,-0.4212,
-0.06415,-0.7288,-0.19087,-0.27899,0.2709,-0.26626,-0.19032,-0.06044,0.41174,0.01667,-0.38361,0.08347,0.14555,0.23908,-0.27498,0.3922,0.27677,0.70993,-0.66916,-0.29897,-0.02727,-0.4212,
-0.0591,-0.68301,-0.21785,-0.25794,0.25519,-0.26739,-0.16425,-0.07979,0.44637,9e-05,-0.34979,0.07141,0.12586,0.27642,-0.23749,0.42389,0.25082,0.68037,-0.64237,-0.32218,-0.02727,-0.4212,
-0.0544,-0.67655,-0.24216,-0.23709,0.29774,-0.25261,-0.14108,-0.06064,0.45784,-0.01903,-0.3531,0.07166,0.13769,0.26529,-0.18967,0.46834,0.23834,0.66256,-0.63387,-0.30756,-0.02727,-0.4212,
-0.06143,-0.69532,-0.29191,-0.21134,0.31604,-0.24909,-0.14793,-0.07939,0.42646,-0.04968,-0.32444,0.07525,0.12365,0.26337,-0.16312,0.46494,0.2006,0.67393,-0.61909,-0.31284,-0.02727,-0.4212,
-0.0342,-0.69879,-0.30263,-0.20153,0.33413,-0.207,-0.16249,-0.05949,0.36141,-0.03185,-0.34977,0.097,0.16116,0.25016,-0.12087,0.45486,0.22272,0.70612,-0.61451,-0.30376,-0.02727,-0.4212,
-0.00215,-0.69043,-0.259,-0.22558,0.29055,-0.19501,-0.17087,-0.06483,0.3378,-0.05263,-0.38961,0.12017,0.15208,0.23369,-0.11071,0.45588,0.20247,0.65369,-0.63514,-0.29075,-0.02727,-0.4212,
-0.0101,-0.69079,-0.23628,-0.2374,0.26453,-0.23187,-0.21185,-0.02695,0.33952,-0.04422,-0.34078,0.11226,0.1981,0.25306,-0.07407,0.47272,0.25816,0.67208,-0.65613,-0.31404,-0.02727,-0.4212,
-0.03693,-0.71714,-0.28143,-0.18854,0.26642,-0.2311,-0.25777,-0.05642,0.33108,-0.05506,-0.31003,0.15427,0.21018,0.25217,-0.06185,0.48018,0.26591,0.68695,-0.6424,-0.30377,-0.02727,-0.4212,
-0.06707,-0.68463,-0.2681,-0.21458,0.22483,-0.27702,-0.30359,-0.04217,0.30149,-0.06114,-0.26759,0.23764,0.18343,0.27515,-0.05448,0.45978,0.28504,0.72374,-0.67739,-0.32779,-0.02727,-0.4212,
-0.06759,-0.69366,-0.31785,-0.226,0.20142,-0.24026,-0.28944,0.00321,0.26355,-0.0326,-0.1393,0.24661,0.12458,0.27263,-0.08932,0.46083,0.11611,0.76663,-0.62793,-0.35992,-0.02727,-0.4212,
-0.0629,-0.70147,-0.29027,-0.2445,0.23379,-0.28095,-0.25546,-0.00864,0.27276,-0.07597,-0.155,0.21905,0.12145,0.28286,-0.13319,0.43664,0.12541,0.78418,-0.65521,-0.33378,-0.02993,-0.50443,
-0.06184,-0.67531,-0.24736,-0.21785,0.24123,-0.26836,-0.28905,0.02054,0.27901,-0.04033,-0.15081,0.19431,0.11665,0.29097,-0.12722,0.38719,0.11636,0.80393,-0.64714,-0.32605,-0.0311,-0.5401,
-0.05771,-0.67274,-0.28104,-0.19925,0.21278,-0.23793,-0.29247,-0.02646,0.27749,-0.09353,-0.14738,0.17382,0.1088,0.29661,-0.05708,0.65237,0.1227,0.82857,-0.62584,-0.32696,-0.0311,-0.5401,
-0.05852,-0.6737,-0.25299,-0.2176,0.20429,-0.28791,-0.29888,-0.06562,0.24954,-0.12529,-0.15459,0.23901,0.10585,0.30474,-0.0701,0.64549,0.12184,0.77885,-0.63862,-0.35135,-0.0311,-0.5401,
-0.03368,-0.63498,-0.20832,-0.21494,0.23705,-0.25843,-0.31341,-0.06618,0.47857,-0.29698,-0.16405,0.28637,0.07798,0.32299,-0.11576,0.68519,0.10283,0.79823,-0.6853,-0.38934,-0.0311,-0.5401,
-0.05148,-0.63745,-0.21597,-0.24909,0.24399,-0.25873,-0.2921,-0.06709,0.4103,-0.47519,-0.19314,0.27158,0.05408,0.31082,-0.11745,0.72162,0.06794,0.75233,-0.70704,-0.38417,-0.0311,-0.5401,
-0.05841,-0.67337,-0.21749,-0.22885,0.23086,-0.29086,-0.275,-0.06729,0.40431,-0.44624,-0.17583,0.29452,0.08985,0.31703,-0.13581,0.66346,0.03221,0.73368,-0.74048,-0.40225,-0.0311,-0.5401,
-0.00851,-0.69662,-0.22084,-0.21231,0.23613,-0.29661,-0.30364,-0.06842,0.43113,-0.47182,-0.1601,0.3148,0.05715,0.27517,-0.17796,0.67335,0.077,0.72936,-0.75683,-0.37764,-0.0311,-0.5401,
0.04137,-0.71959,-0.18625,-0.2433,0.30374,-0.39442,-0.31171,-0.05824,0.22356,-0.46588,-0.17261,0.32524,0.13217,0.28912,-0.13622,0.71328,0.08972,0.71727,-0.7967,-0.34483,-0.0307,-0.50405,
0.04934,-0.68802,-0.14188,-0.26851,0.32984,-0.40017,-0.34763,-0.02432,0.22246,-0.44632,-0.17339,0.32656,0.12279,0.29311,-0.17105,0.713,0.08699,0.68681,-0.81997,-0.34353,-0.02727,-0.4212,
0.04427,-0.70289,-0.11666,-0.22084,0.29996,-0.44731,-0.30611,-0.02148,0.19671,-0.46234,-0.166,0.3279,0.1663,0.34189,-0.12372,0.75541,0.09158,0.69719,-0.81435,-0.29843,-0.02727,-0.4212,
0.00364,-0.71892,-0.1613,-0.20976,0.31504,-0.45808,-0.28221,-0.06316,0.22118,-0.4596,-0.1523,0.30989,0.15013,0.29817,-0.13255,0.75999,0.07777,0.68331,-0.81186,-0.28432,-0.02727,-0.4212,
-0.0096,-0.76246,-0.16699,-0.24851,0.28841,-0.49596,-0.29063,-0.07462,0.25158,-0.41484,-0.14046,0.28362,0.11293,0.32403,-0.14624,0.78801,0.04321,0.66157,-0.83541,-0.2475,-0.02727,-0.4212,
-0.00858,-0.80954,-0.14657,-0.26244,0.25923,-0.50186,-0.23632,-0.06378,0.24956,-0.36686,-0.14111,0.29221,0.11948,0.34171,-0.127,0.82995,-0.00399,0.67933,-0.83438,-0.28454,-0.02727,-0.4212,
0.00351,-0.81011,-0.19397,-0.28028,0.24454,-0.46849,-0.25152,-0.06071,0.09721,-0.64093,-0.13644,0.26212,0.09044,0.33031,-0.12723,0.87204,-0.00423,0.68483,-0.82974,-0.29242,-0.02727,-0.4212,
0.05196,-0.84656,-0.2365,-0.24262,0.24486,-0.44717,-0.23526,-0.0629,0.07301,-0.64476,-0.13665,0.29898,0.07592,0.36432,-0.1207,0.91174,-0.02023,0.69168,-0.84229,-0.30446,-0.02727,-0.4212,
0.02234,-0.86385,-0.25208,-0.28718,0.27807,-0.3986,-0.19585,-0.07233,0.06253,-0.69118,-0.12669,0.29343,0.04083,0.36637,-0.14926,0.87546,-0.05119,0.65583,-0.89082,-0.31431,-0.02727,-0.4212,
-0.01967,-0.85925,-0.22329,-0.25619,0.31403,-0.42127,-0.20071,-0.10963,0.03865,-0.71513,-0.09754,0.29811,0.00523,0.39029,-0.12525,0.89313,-0.0121,0.65955,-0.85654,-0.26964,-0.02727,-0.4212,
0.01873,-0.81522,-0.21256,-0.25895,0.3289,-0.39617,-0.15935,-0.13669,-0.00569,-0.66543,-0.06068,0.33329,-0.02885,0.4105,-0.17329,0.86802,0.00012,0.64667,-0.89962,-0.28755,-0.02727,-0.4212,
0.06249,-0.84212,-0.21529,-0.29509,0.36734,-0.40579,-0.18427,-0.16565,0.02772,-0.69284,-0.06655,0.35415,-0.04723,0.44849,-0.13697,0.89143,-0.01868,0.6283,-0.91449,-0.29598,-0.02727,-0.4212,
0.01952,-0.79858,-0.25396,-0.31007,0.22892,-0.53892,-0.22982,-0.16649,0.00566,-0.71438,-0.07074,0.38389,-0.03624,0.43979,-0.18285,0.89251,-0.01333,0.67241,-0.9184,-0.28738,-0.02727,-0.4212,
0.03454,-0.76511,-0.25015,-0.30716,0.18755,-0.58163,-0.2255,-0.06689,0.02081,-0.68331,-0.16017,0.31104,0.00386,0.44531,-0.22201,0.9423,0.00283,0.715,-0.95196,-0.24306,-0.02727,-0.4212,
-0.0659,-0.6978,-0.27845,-0.3453,0.16977,-0.58162,-0.27386,-0.0431,-0.0158,-0.66157,-0.20332,0.30397,0.04796,0.45531,-0.24526,0.94423,0.14452,0.75654,-0.96349,-0.28557,-0.02727,-0.4212,
-0.10665,-0.6859,-0.23002,-0.36757,0.145,-0.58712,-0.31061,-0.07554,0.00349,-0.67767,-0.22018,0.35264,0.08741,0.42675,-0.26192,0.9697,0.13747,0.74176,-0.93674,-0.28294,-0.02727,-0.4212,
-0.09703,-0.72636,-0.22531,-0.32362,0.15464,-0.54633,-0.31677,-0.05925,0.04838,-0.69038,-0.2238,0.38803,0.04563,0.39561,-0.27663,0.95849,0.1565,0.70852,-0.95179,-0.26726,-0.02727,-0.4212,
-0.12573,-0.75331,-0.20921,-0.25564,0.17199,-0.50436,-0.31751,-0.07229,0.04694,-0.73456,-0.25142,0.36238,0.09065,0.42605,-0.25842,0.95416,0.14045,0.69747,-0.90245,-0.30594,-0.02727,-0.4212,
-0.06094,-0.73983,-0.22289,-0.24813,0.20056,-0.51105,-0.28282,-0.06396,-0.0009,-0.71421,-0.21377,0.35733,0.12897,0.42383,-0.2313,0.92249,0.16506,0.68016,-0.92308,-0.34242,-0.02727,-0.4212,
-0.05154,-0.76063,-0.22326,-0.23871,0.18574,-0.53344,-0.30373,-0.06449,-0.03156,-0.70301,-0.18733,0.34813,0.09206,0.38022,-0.22161,0.95957,0.15325,0.68459,-0.91386,-0.36782,-0.02727,-0.4212,
-0.06447,-0.74568,-0.19741,-0.27293,0.21906,-0.55076,-0.24568,-0.0636,-0.06318,-0.67665,-0.21798,0.38353,0.0671,0.41764,-0.19405,0.96437,0.12715,0.71358,-0.87731,-0.41101,0.01899,-0.46074,
-0.06662,-0.75797,-0.22833,-0.25046,0.24508,-0.58176,-0.19606,-0.05056,-0.05649,-0.67158,-0.18146,0.35007,0.09654,0.37578,-0.23253,0.989,0.1358,0.73237,-0.87658,-0.41577,0.03992,-0.38968,
-0.046,-0.76181,-0.24108,-0.25921,0.21887,-0.5363,-0.23387,-0.04666,-0.02357,-0.68683,-0.11061,0.2741,0.09712,0.35485,-0.22156,0.96828,0.1602,0.6895,-0.84456,-0.39889,0.02588,-0.40534,
-0.06089,-0.74707,-0.2765,-0.24924,0.24761,-0.55371,-0.22574,-0.0418,-0.05571,-0.66791,-0.08425,0.30339,0.08984,0.34759,-0.19658,0.98763,0.16256,0.69004,-0.89426,-0.42843,-0.02727,-0.4212,
-0.06358,-0.75895,-0.24704,-0.28342,0.23222,-0.54278,-0.24888,-0.05466,0.19583,-0.64435,-0.11251,0.30521,0.0601,0.32558,-0.23728,0.95458,0.16712,0.71313,-0.84657,-0.43332,-0.02727,-0.4212,
-0.03777,-0.71937,-0.29177,-0.32971,0.24905,-0.55639,-0.20916,-0.04871,0.20744,-0.67095,-0.07458,0.34751,0.07648,0.33076,-0.28449,0.9551,0.121,0.75722,-0.87,-0.44054,-0.02727,-0.4212,
-0.00427,-0.72246,-0.31694,-0.32243,0.2091,-0.52318,-0.21826,-0.04103,0.2202,-0.62528,-0.10904,0.39644,0.03644,0.35806,-0.24143,0.99803,0.13707,0.74225,-0.91643,-0.39106,-0.02727,-0.4212,
0.04221,-0.71074,-0.3048,-0.31545,0.21415,-0.52189,-0.18182,0.00028,0.20765,-0.6641,-0.14609,0.41568,0.06352,0.40711,-0.3185,0.7464,0.12467,0.73234,-0.94048,-0.4045,-0.02727,-0.4212,
0.01332,-0.75645,-0.32483,-0.32879,0.21352,-0.51732,-0.14994,-0.01298,0.25317,-0.69484,-0.15193,0.37974,0.09261,0.38374,-0.28903,0.7546,0.09661,0.69994,-0.98251,-0.44562,-0.02993,-0.50443,
0.01171,-0.7781,-0.33411,-0.34619,0.16859,-0.50889,-0.1933,-0.04186,0.29614,-0.69591,-0.13904,0.35995,0.04872,0.39112,-0.24171,0.72682,0.13694,0.72194,-1.00183,-0.49345,-0.0311,-0.5401,
-0.03523,-0.74772,-0.28664,-0.29659,0.18005,-0.5392,-0.18405,-0.02109,0.28177,-0.65176,-0.14907,0.37586,0.08904,0.40854,-0.23373,0.76294,0.1312,0.75841,-1.01957,-0.44373,-0.0311,-0.5401,
-0.0589,-0.69407,-0.24877,-0.31603,0.14258,-0.57607,-0.15783,-0.02501,0.26661,-0.62625,-0.11084,0.41711,0.04737,0.41323,-0.26443,0.80619,0.1282,0.7597,-0.98117,-0.47573,-0.0311,-0.5401,
-0.06106,-0.6914,-0.23131,-0.31896,0.16523,-0.61844,-0.19468,0.01699,0.29009,-0.63184,-0.08725,0.40803,0.09707,0.4144,-0.30566,0.77455,0.15163,0.74487,-0.95746,-0.45198,-0.0311,-0.5401,
